pred_ids,selfies,smiles,canonical_smiles,valid,pred_len_used,forced_len,decode_mode_effective,candidate_index,base_property,direction_variant,direction_space,decode_mode,seed_index,seed_band,seed_val_pos,step_index,step_signed,step_value_std,target_metric_name,confound_name,delta_prop_nominal,delta_step_std_effective,target_total_span_std,fixed_span_scale_vs_nominal,target_std_train,predicted_delta_prop_effective,benchmark_total_span_std_ref,sigma_std_used,MolWt,ExactMolWt,HeavyAtomCount,cLogP,TPSA,HBD,HBA,NumRotatableBonds,RingCount,AromaticRingCount,FractionCSP3,NumSpiroAtoms,NumBridgeheadAtoms,BertzCT,QED,carbon_count,heteroatom_count,ring_count_struct,aromatic_ring_count_struct,functional_group_hits,functional_group_count,is_rdkit_valid,fingerprint_available,selfies_len_tokens,branch_token_count,ring_token_count,token_entropy,seed_similarity,pred_from_confounds_MolWt,resid_MolWt,pred_from_confounds_ExactMolWt,resid_ExactMolWt,pred_from_confounds_HeavyAtomCount,resid_HeavyAtomCount,pred_from_confounds_cLogP,resid_cLogP,pred_from_confounds_TPSA,resid_TPSA,pred_from_confounds_HBD,resid_HBD,pred_from_confounds_HBA,resid_HBA,pred_from_confounds_NumRotatableBonds,resid_NumRotatableBonds,pred_from_confounds_RingCount,resid_RingCount,pred_from_confounds_AromaticRingCount,resid_AromaticRingCount,pred_from_confounds_FractionCSP3,resid_FractionCSP3,pred_from_confounds_NumSpiroAtoms,resid_NumSpiroAtoms,pred_from_confounds_NumBridgeheadAtoms,resid_NumBridgeheadAtoms,pred_from_confounds_BertzCT,resid_BertzCT,pred_from_confounds_QED,resid_QED,medoid_valid_count,medoid_unique_valid_count,medoid_avg_distance,medoid_candidate_index
"[34, 75, 75, 61, 34, 61, 34, 52, 61, 63, 61, 34, 85, 3, 75, 61, 61, 75, 53, 85, 61, 61, 61, 34, 75, 61, 34, 52, 61, 62, 61, 34, 61, 85, 3, 37, 85, 4, 61, 61, 85, 84]",[=C][N][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][N][C][C][N][Branch2][Ring1][C][C][C][=C][N][C][=C][Branch1][C][Cl][C][=C][C][Ring1][#Branch1][=N][Ring1][#Branch2][C][C][Ring1][P],CNNC1=CC=C(F)C=C1N2CCN(CC3=CN4C=C(Cl)C=CC4=N3)CC2,CNNc1ccc(F)cc1N1CCN(Cc2cn3cc(Cl)ccc3n2)CC1,1,42,,free_length,0,TPSA,residual,standardized_latent,free_length,1,mid,59242,4,2.0,14.746252059936523,resid_TPSA,branch_token_count,5.59642662089743,7.373126029968262,29.492504119873047,166.36959889735522,22.38570648358972,1862.150504354373,29.492504119873047,0.2,388.87800000000016,388.157850604,27.0,2.995300000000001,47.84,2.0,6.0,5.0,4.0,3.0,0.3157894736842105,0.0,0.0,902.9330524375198,0.6579136164128875,19.0,8.0,4.0,3.0,amine,1,1,1,42.0,6.0,5.0,1.9969769538428657,0.6721311475409836,379.31727456144193,9.560725438558222,378.8175920838784,9.340258520121552,26.517742733284425,0.4822572667155747,3.7258743475741403,-0.7305743475741391,70.84957420233543,-23.00957420233543,1.1818403536789885,0.8181596463210115,4.89409296172544,1.1059070382745597,5.501045279796312,-0.5010452797963119,3.235919102830574,0.7640808971694262,2.529112550689045,0.47088744931095494,0.30712118377300435,0.008668289911206162,0.006848361895648863,-0.006848361895648863,-0.0035740498597526676,0.0035740498597526676,873.2825753993627,29.650477038157078,0.5925881239042781,0.06532549250860942,4,1,0.0,0
"[1, 61, 6, 61, 34, 61, 34, 52, 61, 63, 61, 34, 85, 3, 75, 61, 61, 75, 53, 85, 61, 61, 61, 34, 75, 61, 34, 52, 61, 62, 61, 34, 61, 85, 3, 37, 85, 4, 61, 61, 85, 84, 2]",[C][#C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][N][C][C][N][Branch2][Ring1][C][C][C][=C][N][C][=C][Branch1][C][Cl][C][=C][C][Ring1][#Branch1][=N][Ring1][#Branch2][C][C][Ring1][P],C#CC1=CC=C(F)C=C1N2CCN(CC3=CN4C=C(Cl)C=CC4=N3)CC2,C#Cc1ccc(F)cc1N1CCN(Cc2cn3cc(Cl)ccc3n2)CC1,1,43,43.0,fixed_length_seed_pred,0,TPSA,residual,standardized_latent,fixed_length_seed_pred,1,mid,59242,0,-2.0,-14.746252059936523,resid_TPSA,branch_token_count,5.59642662089743,7.373126029968262,29.492504119873047,166.36959889735522,22.38570648358972,-1862.150504354373,29.492504119873047,0.1,368.8430000000001,368.120402476,26.0,3.4303000000000026,23.78,0.0,4.0,3.0,4.0,3.0,0.25,0.0,0.0,955.3572609519384,0.6617394325182421,20.0,6.0,4.0,3.0,amine,1,1,1,41.0,6.0,5.0,2.02509422471359,0.8181818181818182,369.6917595181174,-0.8487595181173333,369.1886145874362,-1.0682121114361962,25.74035440730482,0.25964559269517906,3.569177222999972,-0.13887722299996952,70.15347245223582,-46.373472452235816,1.1754244806780991,-1.1754244806780991,4.826427310925383,-0.826427310925383,5.0816860850978705,-2.0816860850978705,3.2163491639378403,0.7836508360621597,2.509428946900394,0.49057105309960614,0.2914211891832631,-0.041421189183263096,0.008266031285948544,-0.008266031285948544,0.003965280148100027,-0.003965280148100027,854.1855289792277,101.17173197271075,0.6067095605152948,0.05502987200294729,4,1,0.0,0
"[1, 75, 6, 61, 34, 61, 34, 52, 61, 63, 61, 34, 85, 3, 75, 61, 61, 75, 53, 85, 61, 61, 61, 34, 75, 61, 34, 52, 61, 62, 61, 34, 61, 85, 3, 37, 85, 4, 61, 61, 85, 84, 2]",[N][#C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][N][C][C][N][Branch2][Ring1][C][C][C][=C][N][C][=C][Branch1][C][Cl][C][=C][C][Ring1][#Branch1][=N][Ring1][#Branch2][C][C][Ring1][P],N#CC1=CC=C(F)C=C1N2CCN(CC3=CN4C=C(Cl)C=CC4=N3)CC2,N#Cc1ccc(F)cc1N1CCN(Cc2cn3cc(Cl)ccc3n2)CC1,1,43,43.0,fixed_length_seed_pred,0,TPSA,residual,standardized_latent,fixed_length_seed_pred,1,mid,59242,1,-1.0,-7.373126029968262,resid_TPSA,branch_token_count,5.59642662089743,7.373126029968262,29.492504119873047,166.36959889735522,22.38570648358972,-931.0752521771865,29.492504119873047,0.1,369.8310000000001,369.11565144400004,26.0,3.320680000000002,47.57000000000001,0.0,5.0,3.0,4.0,3.0,0.2631578947368421,0.0,0.0,955.3572609519384,0.7102320765602936,19.0,7.0,4.0,3.0,amine;nitrile,2,1,1,41.0,6.0,5.0,2.0614680286362272,1.0,370.6791840411771,-0.8481840411770349,370.1596695072754,-1.0440180632753595,25.718245350722185,0.2817546492778149,3.509567682920037,-0.188887682920035,71.65688147180227,-24.086881471802258,1.2017567636224822,-1.2017567636224822,4.908425902191716,0.09157409780828374,4.965229344455128,-1.9652293444551283,3.2410575105538504,0.7589424894461496,2.559196896719276,0.4408031032807238,0.27012829268150196,-0.006970397944659867,0.006741466887549827,-0.006741466887549827,-0.002030864887078175,0.002030864887078175,862.9405513662995,92.41670958563896,0.6117893076473301,0.09844276891296355,4,1,0.0,0
"[1, 75, 6, 61, 34, 61, 34, 52, 61, 63, 61, 34, 85, 3, 75, 61, 61, 75, 53, 85, 61, 61, 61, 34, 75, 61, 34, 52, 61, 62, 61, 34, 61, 85, 3, 37, 85, 4, 61, 61, 85, 84, 2]",[N][#C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][N][C][C][N][Branch2][Ring1][C][C][C][=C][N][C][=C][Branch1][C][Cl][C][=C][C][Ring1][#Branch1][=N][Ring1][#Branch2][C][C][Ring1][P],N#CC1=CC=C(F)C=C1N2CCN(CC3=CN4C=C(Cl)C=CC4=N3)CC2,N#Cc1ccc(F)cc1N1CCN(Cc2cn3cc(Cl)ccc3n2)CC1,1,43,43.0,fixed_length_seed_pred,0,TPSA,residual,standardized_latent,fixed_length_seed_pred,1,mid,59242,2,0.0,0.0,resid_TPSA,branch_token_count,5.59642662089743,7.373126029968262,29.492504119873047,166.36959889735522,22.38570648358972,0.0,29.492504119873047,0.1,369.8310000000001,369.11565144400004,26.0,3.320680000000002,47.57000000000001,0.0,5.0,3.0,4.0,3.0,0.2631578947368421,0.0,0.0,955.3572609519384,0.7102320765602936,19.0,7.0,4.0,3.0,amine;nitrile,2,1,1,41.0,6.0,5.0,2.0614680286362272,1.0,370.6791840411771,-0.8481840411770349,370.1596695072754,-1.0440180632753595,25.718245350722185,0.2817546492778149,3.509567682920037,-0.188887682920035,71.65688147180227,-24.086881471802258,1.2017567636224822,-1.2017567636224822,4.908425902191716,0.09157409780828374,4.965229344455128,-1.9652293444551283,3.2410575105538504,0.7589424894461496,2.559196896719276,0.4408031032807238,0.27012829268150196,-0.006970397944659867,0.006741466887549827,-0.006741466887549827,-0.002030864887078175,0.002030864887078175,862.9405513662995,92.41670958563896,0.6117893076473301,0.09844276891296355,4,1,0.0,0
"[1, 75, 6, 61, 34, 61, 34, 52, 61, 63, 61, 34, 85, 3, 75, 61, 61, 75, 53, 85, 61, 61, 61, 34, 75, 61, 34, 52, 61, 62, 61, 34, 61, 85, 3, 37, 85, 4, 61, 61, 85, 84, 2]",[N][#C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][N][C][C][N][Branch2][Ring1][C][C][C][=C][N][C][=C][Branch1][C][Cl][C][=C][C][Ring1][#Branch1][=N][Ring1][#Branch2][C][C][Ring1][P],N#CC1=CC=C(F)C=C1N2CCN(CC3=CN4C=C(Cl)C=CC4=N3)CC2,N#Cc1ccc(F)cc1N1CCN(Cc2cn3cc(Cl)ccc3n2)CC1,1,43,43.0,fixed_length_seed_pred,0,TPSA,residual,standardized_latent,fixed_length_seed_pred,1,mid,59242,3,1.0,7.373126029968262,resid_TPSA,branch_token_count,5.59642662089743,7.373126029968262,29.492504119873047,166.36959889735522,22.38570648358972,931.0752521771865,29.492504119873047,0.2,369.8310000000001,369.11565144400004,26.0,3.320680000000002,47.57000000000001,0.0,5.0,3.0,4.0,3.0,0.2631578947368421,0.0,0.0,955.3572609519384,0.7102320765602936,19.0,7.0,4.0,3.0,amine;nitrile,2,1,1,41.0,6.0,5.0,2.0614680286362272,1.0,370.6791840411771,-0.8481840411770349,370.1596695072754,-1.0440180632753595,25.718245350722185,0.2817546492778149,3.509567682920037,-0.188887682920035,71.65688147180227,-24.086881471802258,1.2017567636224822,-1.2017567636224822,4.908425902191716,0.09157409780828374,4.965229344455128,-1.9652293444551283,3.2410575105538504,0.7589424894461496,2.559196896719276,0.4408031032807238,0.27012829268150196,-0.006970397944659867,0.006741466887549827,-0.006741466887549827,-0.002030864887078175,0.002030864887078175,862.9405513662995,92.41670958563896,0.6117893076473301,0.09844276891296355,4,1,0.0,0
"[34, 75, 75, 61, 34, 61, 34, 52, 61, 63, 61, 34, 85, 3, 75, 61, 61, 75, 53, 85, 61, 61, 61, 34, 75, 61, 34, 52, 61, 62, 61, 34, 61, 85, 3, 37, 85, 4, 61, 61, 85, 84, 39]",[=C][N][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][N][C][C][N][Branch2][Ring1][C][C][C][=C][N][C][=C][Branch1][C][Cl][C][=C][C][Ring1][#Branch1][=N][Ring1][#Branch2][C][C][Ring1][P][=O],CNNC1=CC=C(F)C=C1N2CCN(CC3=CN4C=C(Cl)C=CC4=N3)CC2=O,CNNc1ccc(F)cc1N1CCN(Cc2cn3cc(Cl)ccc3n2)CC1=O,1,43,43.0,fixed_length_seed_pred,0,TPSA,residual,standardized_latent,fixed_length_seed_pred,1,mid,59242,4,2.0,14.746252059936523,resid_TPSA,branch_token_count,5.59642662089743,7.373126029968262,29.492504119873047,166.36959889735522,22.38570648358972,1862.150504354373,29.492504119873047,0.2,402.86100000000016,402.13711515999995,28.0,2.5219000000000005,64.91,2.0,6.0,5.0,4.0,3.0,0.2631578947368421,0.0,0.0,984.4409996421331,0.6419512192571887,19.0,9.0,4.0,3.0,amine;amide,2,1,1,43.0,6.0,5.0,2.06098867600749,0.5211267605633803,391.4437770517045,11.41722294829566,390.9060954560604,11.231019703939523,27.239132376138894,0.7608676238611061,3.731590097900372,-1.2096900979003715,75.35356911058554,-10.443569110585543,1.2549516626905755,0.7450483373094245,5.169447851180655,0.8305521488193452,5.625438287553896,-0.6254382875538962,3.318071308294682,0.681928691705318,2.6748503640401413,0.3251496359598587,0.26888969740778546,-0.0057318026709433645,0.0015692161763748678,-0.0015692161763748678,-0.026300650502257862,0.026300650502257862,914.554684901665,69.88631474046804,0.5913328694815191,0.05061834977566959,4,1,0.0,0
"[1, 75, 6, 61, 34, 61, 34, 52, 61, 63, 61, 34, 85, 3, 75]",[N][#C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][N],N#CC1=CC=C(F)C=C1N,N#Cc1ccc(F)cc1N,1,15,,free_length,0,TPSA,confound,standardized_latent,free_length,1,mid,59242,0,-2.0,-14.746252059936523,branch_token_count,branch_token_count,0.6828947201376766,7.373126029968262,29.492504119873047,68.6716929665608,2.7315788805507064,-93.79107309955998,29.492504119873047,0.1,136.12899999999996,136.04367638,10.0,1.27958,49.81,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,276.5800514214521,0.5459255307382996,7.0,3.0,1.0,1.0,amine;nitrile,2,1,1,14.0,2.0,1.0,1.90853528164356,0.2857142857142857,166.1055198266294,-29.976519826629442,165.67828183628615,-29.634605456286153,10.19163014175301,-0.1916301417530093,1.212889223299006,0.06669077670099388,42.07206602970753,7.737933970292474,0.84963605815749,0.15036394184251,2.6111448410494686,-0.6111448410494686,1.1113842247218084,-1.1113842247218084,1.3182933662818488,-0.3182933662818488,1.0982385367366978,-0.0982385367366978,0.27045582661186135,-0.27045582661186135,0.00020916683214663653,-0.00020916683214663653,0.007242852274952222,-0.007242852274952222,238.3161032241448,38.263948197307286,0.7678601590664206,-0.22193462832812094,4,1,0.0,0
"[1, 75, 6, 61, 34, 61, 34, 52, 61, 63, 61, 34, 85, 3, 75, 61, 61, 75, 53, 85, 61, 61, 61, 34, 75, 61, 34, 52, 61, 62, 61, 34]",[N][#C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][N][C][C][N][Branch2][Ring1][C][C][C][=C][N][C][=C][Branch1][C][Cl][C][=C],N#CC1=CC=C(F)C=C1NCCNCC=CNC=C(Cl)C=C,C=CC(Cl)=CNC=CCNCCNc1cc(F)ccc1C#N,1,32,,free_length,0,TPSA,confound,standardized_latent,free_length,1,mid,59242,1,-1.0,-7.373126029968262,branch_token_count,branch_token_count,0.6828947201376766,7.373126029968262,29.492504119873047,68.6716929665608,2.7315788805507064,-46.89553654977999,29.492504119873047,0.1,320.7990000000001,320.120402476,22.0,3.068380000000001,59.88,3.0,4.0,9.0,1.0,1.0,0.1875,0.0,0.0,564.191373751697,0.4832579378803024,16.0,6.0,1.0,1.0,amine;nitrile,2,1,1,31.0,4.0,2.0,1.8569806632095438,0.2375,310.5840678734915,10.214932126508586,310.0966805120358,10.023721963964192,21.041735694263643,0.9582643057363569,2.935139094333533,0.1332409056664683,62.77698205684255,-2.896982056842546,1.1038782688411648,1.8961217311588352,4.085222057090588,-0.08522205709058817,5.096459364246195,3.9035406357538047,2.014481891667986,-1.014481891667986,1.7426968250775905,-0.7426968250775905,0.34099491183505515,-0.15349491183505515,-0.010902737321290844,0.010902737321290844,-0.06331220144271352,0.06331220144271352,599.5663048807646,-35.37493112906759,0.6289819544767253,-0.14572401659642292,4,1,0.0,0
"[1, 75, 6, 61, 34, 61, 34, 52, 61, 63, 61, 34, 85, 3, 75, 61, 61, 75, 53, 85, 61, 61, 61, 34, 75, 61, 34, 52, 61, 62, 61, 34, 61, 85, 3, 37, 85, 4, 61, 61, 85, 84, 2]",[N][#C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][N][C][C][N][Branch2][Ring1][C][C][C][=C][N][C][=C][Branch1][C][Cl][C][=C][C][Ring1][#Branch1][=N][Ring1][#Branch2][C][C][Ring1][P],N#CC1=CC=C(F)C=C1N2CCN(CC3=CN4C=C(Cl)C=CC4=N3)CC2,N#Cc1ccc(F)cc1N1CCN(Cc2cn3cc(Cl)ccc3n2)CC1,1,43,,free_length,0,TPSA,confound,standardized_latent,free_length,1,mid,59242,2,0.0,0.0,branch_token_count,branch_token_count,0.6828947201376766,7.373126029968262,29.492504119873047,68.6716929665608,2.7315788805507064,0.0,29.492504119873047,0.1,369.8310000000001,369.11565144400004,26.0,3.320680000000002,47.57000000000001,0.0,5.0,3.0,4.0,3.0,0.2631578947368421,0.0,0.0,955.3572609519384,0.7102320765602936,19.0,7.0,4.0,3.0,amine;nitrile,2,1,1,41.0,6.0,5.0,2.0614680286362272,1.0,370.6791840411771,-0.8481840411770349,370.1596695072754,-1.0440180632753595,25.718245350722185,0.2817546492778149,3.509567682920037,-0.188887682920035,71.65688147180227,-24.086881471802258,1.2017567636224822,-1.2017567636224822,4.908425902191716,0.09157409780828374,4.965229344455128,-1.9652293444551283,3.2410575105538504,0.7589424894461496,2.559196896719276,0.4408031032807238,0.27012829268150196,-0.006970397944659867,0.006741466887549827,-0.006741466887549827,-0.002030864887078175,0.002030864887078175,862.9405513662995,92.41670958563896,0.6117893076473301,0.09844276891296355,4,1,0.0,0
"[1, 75, 6, 61, 34, 61, 34, 52, 61, 63, 61, 34, 85, 3, 75, 61, 61, 75, 53, 85, 61, 61, 61, 34, 75, 61, 34, 52, 61, 62, 61, 34, 61, 85, 3, 37, 85, 4, 61, 61, 85, 84, 2, 34, 86, 53, 34, 61]",[N][#C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][N][C][C][N][Branch2][Ring1][C][C][C][=C][N][C][=C][Branch1][C][Cl][C][=C][C][Ring1][#Branch1][=N][Ring1][#Branch2][C][C][Ring1][P],N#CC1=CC=C(F)C=C1N2CCN(CC3=CN4C=C(Cl)C=CC4=N3)CC2,N#Cc1ccc(F)cc1N1CCN(Cc2cn3cc(Cl)ccc3n2)CC1,1,48,,free_length,0,TPSA,confound,standardized_latent,free_length,1,mid,59242,3,1.0,7.373126029968262,branch_token_count,branch_token_count,0.6828947201376766,7.373126029968262,29.492504119873047,68.6716929665608,2.7315788805507064,46.89553654977999,29.492504119873047,0.2,369.8310000000001,369.11565144400004,26.0,3.320680000000002,47.57000000000001,0.0,5.0,3.0,4.0,3.0,0.2631578947368421,0.0,0.0,955.3572609519384,0.7102320765602936,19.0,7.0,4.0,3.0,amine;nitrile,2,1,1,41.0,6.0,5.0,2.0614680286362272,1.0,370.6791840411771,-0.8481840411770349,370.1596695072754,-1.0440180632753595,25.718245350722185,0.2817546492778149,3.509567682920037,-0.188887682920035,71.65688147180227,-24.086881471802258,1.2017567636224822,-1.2017567636224822,4.908425902191716,0.09157409780828374,4.965229344455128,-1.9652293444551283,3.2410575105538504,0.7589424894461496,2.559196896719276,0.4408031032807238,0.27012829268150196,-0.006970397944659867,0.006741466887549827,-0.006741466887549827,-0.002030864887078175,0.002030864887078175,862.9405513662995,92.41670958563896,0.6117893076473301,0.09844276891296355,4,2,0.10606060606060608,0
"[1, 75, 6, 61, 34, 61, 34, 52, 61, 63, 75, 34, 85, 3, 75, 61, 61, 75, 53, 85, 61, 61, 61, 34, 75, 61, 34, 52, 61, 62, 61, 34, 61, 85, 3, 37, 85, 4, 61, 61, 85, 84, 34, 34, 85, 53, 61, 61, 61, 85, 61, 34, 34, 34, 86, 85, 61, 61, 34, 85, 85, 2, 2, 2, 2, 2, 2, 2]",[N][#C][C][=C][C][=C][Branch1][C][F][N][=C][Ring1][#Branch1][N][C][C][N][Branch2][Ring1][C][C][C][=C][N][C][=C][Branch1][C][Cl][C][=C][C][Ring1][#Branch1][=N][Ring1][#Branch2][C][C][Ring1][P][=C][=C][Ring1][Branch2][C][C][C][Ring1][C][=C][=C][=C][Ring2][Ring1][C][C][=C][Ring1][Ring1],N#CC1=CC=C(F)N=C1N2CCN(CC3=CN4C=C(Cl)C5=CC4=N3)CC2=C=C5CC=C=C=C=C6C=C6,N#Cc1ccc(F)nc1N1CCN2CC1=C=C(CC=C=C=C=C1C=C1)c1cc3nc(cn3cc1Cl)C2,1,68,,free_length,0,TPSA,confound,standardized_latent,free_length,1,mid,59242,4,2.0,14.746252059936523,branch_token_count,branch_token_count,0.6828947201376766,7.373126029968262,29.492504119873047,68.6716929665608,2.7315788805507064,93.79107309955998,29.492504119873047,0.2,492.9450000000003,492.12655047600003,36.0,4.947080000000004,60.46000000000001,0.0,6.0,3.0,6.0,3.0,0.17857142857142858,0.0,5.0,1668.216188546268,0.38237651851968235,28.0,8.0,6.0,3.0,amine;nitrile,2,1,1,60.0,7.0,11.0,2.01158708148866,0.28125,500.1622458432228,-7.217245843222543,499.7440001368803,-7.617449660880254,37.2274026271486,-1.2274026271485994,5.698490691962453,-0.751410691962449,74.67459542643918,-14.214595426439175,1.1681301473298142,-1.1681301473298142,6.1126916185367985,-0.11269161853679854,7.76722039477548,-4.76722039477548,5.7034684534261615,0.2965315465738385,4.088266684717766,-1.088266684717766,0.3202268734809384,-0.14165544490950985,0.03355115310578756,-0.03355115310578756,0.08309857911012165,4.916901420889879,1368.60397375198,299.6122147942881,0.47199304853310564,-0.08961653001342329,4,2,0.20952380952380953,0
"[1, 75, 6, 61, 34, 61, 34, 52, 61, 63, 61, 34, 85, 3, 2, 61, 61, 75, 53, 85, 61, 61, 61, 34, 75, 61, 34, 85, 61, 2, 61, 34, 61, 85, 3, 37, 85, 4, 61, 61, 85, 84, 2]",[N][#C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],N#CC1=CC=C(F)C=C1,N#Cc1ccc(F)cc1,1,43,43.0,fixed_length_seed_pred,0,TPSA,confound,standardized_latent,fixed_length_seed_pred,1,mid,59242,0,-2.0,-14.746252059936523,branch_token_count,branch_token_count,0.6828947201376766,7.373126029968262,29.492504119873047,68.6716929665608,2.7315788805507064,-93.79107309955998,29.492504119873047,0.1,121.11399999999998,121.032777348,9.0,1.6973799999999999,23.79,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,223.21037742768317,0.5120610208888526,7.0,2.0,1.0,1.0,nitrile,1,1,1,13.0,2.0,1.0,1.8848713335781606,0.2,155.07432157458138,-33.9603215745814,154.6669246604972,-33.63414731249719,9.445715947591225,-0.4457159475912249,1.1410513741562927,0.5563286258437072,39.23573303631295,-15.445733036312951,0.8057339296324023,-0.8057339296324023,2.4267471867491324,-1.4267471867491324,0.8578111544725706,-0.8578111544725706,1.263548984034374,-0.2635489840343741,1.007706002463497,-0.007706002463496953,0.28506809020350143,-0.28506809020350143,0.0037971839557658354,-0.0037971839557658354,0.023318207261102064,-0.023318207261102064,206.75553410014726,16.45484332753591,0.7747501414434091,-0.2626891205545565,4,1,0.0,0
"[1, 75, 6, 61, 34, 61, 34, 52, 61, 63, 61, 34, 85, 3, 75, 61, 61, 75, 53, 85, 61, 61, 61, 34, 75, 61, 34, 52, 61, 62, 61, 34, 61, 85, 3, 37, 85, 4, 61, 61, 85, 84, 2]",[N][#C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][N][C][C][N][Branch2][Ring1][C][C][C][=C][N][C][=C][Branch1][C][Cl][C][=C][C][Ring1][#Branch1][=N][Ring1][#Branch2][C][C][Ring1][P],N#CC1=CC=C(F)C=C1N2CCN(CC3=CN4C=C(Cl)C=CC4=N3)CC2,N#Cc1ccc(F)cc1N1CCN(Cc2cn3cc(Cl)ccc3n2)CC1,1,43,43.0,fixed_length_seed_pred,0,TPSA,confound,standardized_latent,fixed_length_seed_pred,1,mid,59242,1,-1.0,-7.373126029968262,branch_token_count,branch_token_count,0.6828947201376766,7.373126029968262,29.492504119873047,68.6716929665608,2.7315788805507064,-46.89553654977999,29.492504119873047,0.1,369.8310000000001,369.11565144400004,26.0,3.320680000000002,47.57000000000001,0.0,5.0,3.0,4.0,3.0,0.2631578947368421,0.0,0.0,955.3572609519384,0.7102320765602936,19.0,7.0,4.0,3.0,amine;nitrile,2,1,1,41.0,6.0,5.0,2.0614680286362272,1.0,370.6791840411771,-0.8481840411770349,370.1596695072754,-1.0440180632753595,25.718245350722185,0.2817546492778149,3.509567682920037,-0.188887682920035,71.65688147180227,-24.086881471802258,1.2017567636224822,-1.2017567636224822,4.908425902191716,0.09157409780828374,4.965229344455128,-1.9652293444551283,3.2410575105538504,0.7589424894461496,2.559196896719276,0.4408031032807238,0.27012829268150196,-0.006970397944659867,0.006741466887549827,-0.006741466887549827,-0.002030864887078175,0.002030864887078175,862.9405513662995,92.41670958563896,0.6117893076473301,0.09844276891296355,4,1,0.0,0
"[1, 75, 6, 61, 34, 61, 34, 52, 61, 63, 61, 34, 85, 3, 75, 61, 61, 75, 53, 85, 61, 61, 61, 34, 75, 61, 34, 52, 61, 62, 61, 34, 61, 85, 3, 37, 85, 4, 61, 61, 85, 84, 2]",[N][#C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][N][C][C][N][Branch2][Ring1][C][C][C][=C][N][C][=C][Branch1][C][Cl][C][=C][C][Ring1][#Branch1][=N][Ring1][#Branch2][C][C][Ring1][P],N#CC1=CC=C(F)C=C1N2CCN(CC3=CN4C=C(Cl)C=CC4=N3)CC2,N#Cc1ccc(F)cc1N1CCN(Cc2cn3cc(Cl)ccc3n2)CC1,1,43,43.0,fixed_length_seed_pred,0,TPSA,confound,standardized_latent,fixed_length_seed_pred,1,mid,59242,2,0.0,0.0,branch_token_count,branch_token_count,0.6828947201376766,7.373126029968262,29.492504119873047,68.6716929665608,2.7315788805507064,0.0,29.492504119873047,0.1,369.8310000000001,369.11565144400004,26.0,3.320680000000002,47.57000000000001,0.0,5.0,3.0,4.0,3.0,0.2631578947368421,0.0,0.0,955.3572609519384,0.7102320765602936,19.0,7.0,4.0,3.0,amine;nitrile,2,1,1,41.0,6.0,5.0,2.0614680286362272,1.0,370.6791840411771,-0.8481840411770349,370.1596695072754,-1.0440180632753595,25.718245350722185,0.2817546492778149,3.509567682920037,-0.188887682920035,71.65688147180227,-24.086881471802258,1.2017567636224822,-1.2017567636224822,4.908425902191716,0.09157409780828374,4.965229344455128,-1.9652293444551283,3.2410575105538504,0.7589424894461496,2.559196896719276,0.4408031032807238,0.27012829268150196,-0.006970397944659867,0.006741466887549827,-0.006741466887549827,-0.002030864887078175,0.002030864887078175,862.9405513662995,92.41670958563896,0.6117893076473301,0.09844276891296355,4,1,0.0,0
